,activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z
308796,10,130.0,31.0625,-5.78256,9.00656,3.5409,0.741455,-0.427741,-0.435891,47.1308,-51.2962,-38.9817,34.6875,-1.3482,9.66917,-5.086,0.217931,-0.0909882,-0.203801,12.0252,-68.2405,35.8425,33.4375,13.8031,0.135584,0.549017,-0.643351,1.38859,-1.16749,-95.7003,-12.4788,-24.4063
330898,7,173.0,30.375,3.16122,14.9084,0.999335,2.9362,-1.68101,-0.583887,15.6123,-63.6178,-4.84504,33.6875,-0.256587,16.1614,-2.2607,-0.904023,-1.88624,1.17361,-18.13,-61.4898,-5.66954,33.0625,4.87109,2.236,-3.41457,1.74345,-1.08959,6.36918,-55.2395,-33.9445,22.9362
2797135,10,125.0,30.875,4.23831,-7.70604,1.86151,-0.618741,0.596664,-0.356245,-7.30492,26.4572,-13.627,34.0,-0.742402,9.74775,1.23623,0.0140477,0.0248801,0.00928949,19.7608,-24.668,-2.55117,31.75,9.7534,-0.46162,-2.26726,0.0167735,-0.0461789,-0.00626178,-24.3941,13.3617,23.0073
2396768,0,120.0,33.0625,-4.68806,6.78161,1.79439,0.479911,0.0488567,-3.03266,-17.2075,-35.5643,-21.3672,38.375,0.432153,7.81455,-0.0914365,0.81256,0.160387,0.485606,-1.93809,-36.7471,-18.4261,32.4375,-0.764378,-1.01973,-4.91857,1.38475,-0.138851,1.77991,-37.0679,-21.8028,21.1597
2350140,12,99.0,32.875,-9.00383,2.36233,0.243641,0.70208,-0.546658,-0.716827,19.664,-40.5125,-23.9053,37.625,2.05184,12.6481,2.7101,-0.330193,-0.164007,-0.111665,-4.0184,-37.7043,-16.32,31.9375,18.03475,-0.6530794999999999,-3.763315,-1.426745,0.937029,-2.5999800000000004,-40.0224,-3.860625,30.6312
2348605,12,94.0,32.875,-12.6801,4.98282,1.52679,0.514463,0.181965,-3.28945,41.2142,-30.4792,-1.8316,37.625,-3.20041,11.7569,-3.50006,-0.393532,0.315343,-0.313194,-12.3064,-41.1695,13.1119,31.875,18.3493,-7.39191,-15.7196,-1.91066,0.979771,-3.50085,-19.3875,-38.1389,19.5388
2044186,10,90.1818181818182,31.0625,1.7815,7.93575,0.771267,0.10968,-0.119775,-0.118344,11.6752,-28.0394,-10.1854,36.1875,0.865645,9.73563,0.21994,0.168651,0.0441736,-0.0300933,2.95891,-25.8669,10.1701,34.8125,9.19341,2.76308,-1.52122,0.0109253,-0.07165,0.0218425,-27.1256,-11.6605,5.01402
1186155,4,103.0,33.625,-5.83464,2.78365,7.67927,-0.398277,-0.508747,-0.310504,18.0566,-25.0666,-64.9401,35.75,2.76646,8.72391,-3.69187,0.0245583,-0.0642423,-0.103943,-16.2584,-41.65,-4.39742,34.3125,9.79019,0.260831,-2.42572,-0.0234837,-0.00147756,0.010594,-41.7812,9.66637,47.4874
1064572,12,120.0,28.9375,-12.7373,2.58372,4.72848,-3.07932,-0.922121,0.627141,37.4145,6.60244,4.34177,36.75,3.63884,12.1621,-1.55759,0.0252867,0.810931,0.226917,0.702663,-35.7958,11.8118,34.4375,10.7043,3.08109,0.228831,-0.149411,-0.547963,-1.7657,-36.8435,1.66219,17.7192
2320270,1,147.0,33.5625,-8.6994,4.73792,3.08825,-0.286649,0.351281,-0.399102,31.5853,-30.4769,-24.384,37.75,0.841875,11.2556,-3.30904,0.204986,0.846694,-0.0209921,-3.13361,-37.359,-7.85557,32.375,2.32041,1.16172,-4.74611,3.3549,1.67942,-2.58241,-33.1666,-22.7556,25.9968
1497838,4,91.0,35.25,-2.32357,8.74806,3.13174,0.59132,-0.182615,-0.127452,-47.0292,-72.5864,-50.6095,37.25,1.56764,9.25927,-3.05707,0.121392,-0.203372,-0.175149,-16.3648,-46.0338,-1.69418,34.4375,9.26795,-1.5129,-3.34622,-0.0666307,0.0284376,0.0753555,-37.9442,30.8324,42.654
2692846,12,121.0,33.0,-4.39102,-1.49776,1.17248,0.0605781,-0.4759,-0.292588,30.115,9.68926,-17.9318,37.5,-2.76993,12.1231,0.72713,0.157095,-0.112076,0.19657,14.5587,-22.051,21.5095,33.125,13.7415,1.41915,-3.16418,0.0900486,1.12649,2.21532,-24.041,34.951,15.4664
2151422,5,78.0,30.25,0.296254,3.88457,8.88352,0.0623879,-0.01213,-0.00685928,-5.54344,18.1599,-32.4777,32.625,0.463028,2.22945,9.2203,-0.000941143,-0.00511993,-0.0408138,35.1569,3.29734,-32.9188,30.0625,-1.12916,-8.91892,-4.41021,-0.0123648,-0.0270139,0.0151102,-12.2953,28.7618,-7.32009
2265849,11,101.0,34.125,3.62688,4.53211,7.85358,-0.015449,0.694591,2.23429,-5.75655,2.27131,-55.4777,37.25,-0.149283,9.61166,-1.88898,-0.256428,0.975092,0.124968,17.1612,-45.47,2.62501,33.0625,9.64961,0.117699,-3.39101,0.0963783,0.247083,-0.189996,-47.3672,17.6807,7.60359
1043339,12,115.0,30.875,-10.0268,-0.841045,-2.45499,1.52415,-0.726325,1.67708,-2.16555,-31.5718,-30.335,37.0,-3.68831,12.1829,-2.00017,-0.418092,-0.0956486,-0.617071,1.85802,-31.4543,-15.0094,34.625,29.4568,-14.5958,2.49891,-2.53078,-0.675665,-4.17813,-38.9069,1.08743,25.0329
559742,10,154.0,34.0,-9.20605,2.68298,1.97146,0.0430137,-0.00884027,-0.146551,35.8067,1.59654,3.14894,38.0,0.875029,8.79961,-4.53952,-0.0374563,0.031916,-0.0500093,-0.139498,-11.1875,24.3352,35.25,9.46566,-1.17494,-3.03757,0.0422073,-0.0242525,0.00110043,-20.6971,-19.1479,38.4076
1129155,8,83.0,32.9375,-2.51164,6.39309,6.90863,0.00150944,0.00265296,-0.00801275,8.95535,-21.0777,-23.2141,35.125,0.912108,9.56938,-2.06321,-0.0197582,-0.0100507,-0.00737425,3.03629,-24.0575,3.8152,33.875,9.58713,1.8424,-0.662498,0.0387236,0.000929475,-0.0104887,-7.15795,-5.65342,22.239
2204115,9,71.0,32.9375,-9.05035,2.94805,2.04987,0.0204209,0.0104314,-0.0409386,32.0595,-11.8761,-7.30639,35.5,0.528902,9.80464,-0.870571,-0.00888718,-0.0529804,0.00608727,-3.60587,-31.6752,-0.135887,32.3125,9.66636,-0.685745,-2.65265,0.0395289,0.0246309,0.00391503,-2.79762,-4.25163,3.81452
831965,10,78.0,30.625,-8.95954,3.59512,2.35695,-0.475006,0.119393,0.0714209,26.693,-19.9059,-18.3882,32.5,0.25554,9.78386,1.48652,-0.077165,0.273436,-0.0736352,1.12396,-27.3233,-11.9505,30.625,9.80027,0.285224,-0.766418,0.0271666,-0.00975507,-0.0570958,-6.27446,-6.97066,13.2924
1496476,4,93.0,35.25,8.29645,6.32561,-3.82117,0.268519,0.522701,0.538689,-38.7881,-1.13527,6.81381,37.25,-0.263992,9.48767,1.98144,0.0773682,0.162979,0.103549,-8.79974,-33.0106,-19.623,34.4375,9.80579,0.294302,-1.88551,0.0873118,-0.0815787,0.0321911,-39.0635,10.4124,40.8299
1489082,9,90.0,35.25,-9.64884,3.4466,2.1162,-0.268003,0.205756,0.908332,32.2642,-23.5457,2.08144,37.1875,1.48498,10.3003,0.500371,-0.00886063,0.374353,-0.174463,-10.577,-25.2225,-5.01518,34.375,9.5515,0.722695,-3.00988,-0.0321247,0.161212,-0.0721911,0.783016,-5.62089,36.5919
549871,1,91.0,34.3125,-9.52968,3.57057,3.34917,-2.43535,0.333371,0.528181,25.1376,6.11496,-29.3157,38.125,0.207314,8.39197,-3.89204,-0.0755443,1.8183,-0.80954,26.5793,-20.2509,13.6964,35.375,4.38807,-6.8229,-0.276144,3.65975,1.48507,0.0562851,-11.1473,1.30225,-7.12673
1254851,1,115.0,32.625,-4.8685,7.06743,-4.5597,-0.0357737,0.0151894,0.0153017,46.5603,-8.42143,6.55389,35.625,-0.0955971,9.74547,1.20924,-0.0433907,-0.00354128,-0.00736691,24.3237,-33.2403,17.5519,33.5625,9.31049,2.83702,-1.36612,0.0633341,-0.00524189,0.0241787,-18.1795,-21.3935,-0.758335
2163484,5,62.0,30.875,0.482245,4.60195,8.65296,-0.0106977,-0.0118432,-0.0103113,-5.76925,16.8066,-32.994,33.625,0.848749,2.22929,9.38218,-0.0200885,-0.0169557,0.0072029,35.2766,4.19599,-33.205,30.6875,-1.06692,-8.80163,-4.87337,0.0340975,-0.0110229,-0.00431101,-12.693,29.6841,-6.89707
691222,10,116.0,30.8125,-1.17021,9.52001,1.37599,0.0618842,0.221472,0.123508,7.61325,-26.2555,-5.50802,35.75,0.126214,9.14372,-4.12828,0.0460172,0.230033,0.0736002,-0.826831,-22.0274,14.7491,34.1875,9.57464,-1.60367,-1.76034,0.0590488,0.0259189,-0.0354084,-25.8814,0.347223,12.7882
1483380,9,92.0,35.1875,-8.67308,3.2956,3.05503,0.295482,-0.0283587,-0.196526,28.3495,-12.6815,-23.0418,37.0625,-0.353453,9.80608,-1.08017,0.0954624,0.129601,0.060536,12.6447,-33.2982,-8.05085,34.375,9.3522,-1.83102,-1.64544,-0.0806161,0.107365,0.536886,-25.4384,25.6395,21.2874
1274700,10,150.0,32.25,-8.96398,2.14509,1.43808,-1.24271,-1.23912,0.752865,29.2133,-31.9711,-35.5249,35.5625,0.420301,9.10007,0.678589,-0.0895116,0.261639,-0.130491,-10.3861,-37.981,-20.3109,33.5,10.0732,-0.344709,-2.88214,-0.360426,-0.0914693,-0.881281,-35.7038,29.8329,47.2017
1743793,7,148.0,33.8125,-3.53368,12.2329,5.64202,-1.04673,-0.601738,-1.10577,43.499,-10.3894,-25.4486,36.5,0.818889,12.5185,-0.332046,-0.341821,-1.50414,0.460312,15.3237,-32.0116,23.4045,34.0625,10.6428,1.44726,-4.23805,0.448428,2.45678,7.80435,-28.4162,-31.0136,12.8327
2134106,10,158.0,27.9375,1.06877,8.92851,5.06783,0.355668,-0.134657,-0.327854,8.29177,-27.371,-22.7809,33.1875,1.69308,9.42946,-0.112563,0.059495,0.127672,-0.0342713,1.75102,-29.5609,8.77266,33.875,9.34952,-0.222443,-3.35339,0.0150194,0.00220204,0.0264846,-41.6911,9.03089,8.20092
464200,10,91.0,34.25,-8.3087,5.04975,0.129525,-0.0394788,0.00760526,-0.0744004,21.2845,-26.7228,3.01003,37.5625,0.980023,8.72187,-4.84714,-0.0158922,0.00620032,-0.104694,-11.0525,-23.5179,7.35981,34.9375,9.73304,-1.41702,-1.48975,-0.0174707,-0.0246644,-0.00851335,-17.6118,-16.0428,37.3015
2605920,11,112.0,34.5625,-11.1413,-7.04711,2.62958,0.380491,-0.976603,-2.52643,32.895,4.46502,-0.0581845,38.1875,-1.58605,10.108,-1.56813,-0.0221929,-0.455367,-0.452391,20.8218,-23.6971,18.0373,34.625,9.73289,-0.37958,-3.00118,0.0164602,0.043245,0.0670479,-34.6255,4.48524,26.9529
2732130,10,106.45454545454544,31.1875,-3.87968,-5.43402,6.92804,-0.0165583,-0.0170201,-0.0423077,31.5423,27.8505,-25.0001,35.75,0.80334,9.81429,0.683207,-0.00262269,0.00289674,0.00134235,16.0308,-33.4455,13.1242,31.75,9.13759,-0.328096,-4.20388,-0.00755706,0.018116,-0.0025719,-30.6158,17.7909,22.6966
1787390,10,94.0,33.25,-7.37683,2.51155,1.38364,0.285239,0.428496,-0.781035,34.3681,-30.857,0.153041,35.1875,-0.86895,11.4676,-0.630254,-0.848604,0.0562418,-0.144851,-20.6335,-30.2983,23.8496,34.3125,20.9354,-9.48889,-7.30615,-3.20027,0.135249,-2.87094,-10.752,-2.46657,37.966
1661024,10,108.0,34.875,-8.93619,3.25036,2.01208,-0.0329191,0.00556464,-0.0317651,42.0825,-11.1775,-18.2232,38.4375,1.7616,9.54037,-0.382729,-0.00369646,0.0128671,-0.0389343,4.9994,-40.1272,8.99626,34.4375,9.52502,0.0732901,-2.50446,-0.0107475,0.0457441,0.0583347,-20.4601,9.27422,13.2394
1428617,5,73.0,34.8125,0.867732,7.45969,6.10893,-0.0367374,0.00856658,-0.0116638,-9.61682,7.20844,-32.7967,36.5625,-0.0685396,1.70474,9.32854,0.0101911,0.0148925,-0.0193729,38.5391,4.71551,-28.5322,34.125,-0.532324,-9.3024,-4.40171,0.0354363,-0.0246061,0.019985,-14.2986,27.8367,-5.62408
1173104,4,107.0,33.5,-6.20632,3.61155,6.59326,0.368452,-0.30103,-0.754199,31.2272,-48.1016,-56.9532,35.5,-0.151978,8.72803,-4.48046,-0.0283012,-0.053618,-0.0379391,-6.66556,-42.2666,0.043965,34.1875,9.55334,1.27118,-0.427763,0.0288494,-0.044606,0.0268698,-47.5491,5.41695,36.9764
1343412,0,126.0,29.625,-4.85994,5.09287,3.72188,-0.420449,1.1687,-2.61052,27.3987,-38.81,-15.4012,34.9375,1.51141,5.7355,-0.762103,0.173703,-0.306776,0.214452,-7.33543,-40.4281,-7.86738,33.0625,5.47955,-2.26841,-0.910648,1.0147,-0.549002,3.5475,-39.4693,-15.7545,23.2717
563048,10,123.0,33.9375,-9.1924,2.15619,2.47378,0.0873884,-0.0771089,0.256254,31.9617,-21.7193,-28.0736,37.9375,0.177727,8.87447,-4.93961,0.129344,0.0393412,-0.00261622,5.19993,-37.2594,8.81363,35.1875,9.39001,-1.32634,-3.03741,-0.0315379,0.103112,-0.105819,-45.9904,29.8018,16.6089
1271372,10,126.0,32.3125,-6.98075,2.81617,1.8504,-0.859801,-0.517858,1.93427,37.6899,0.454377,-46.8934,35.625,1.54137,5.24433,-0.99229,0.744106,0.113507,0.0703783,23.2308,-42.9903,7.0243,33.5,9.88677,-1.91349,-1.25355,-0.161571,-0.0168837,-0.13407,-72.9808,-13.1283,-2.23719
145823,10,118.0,33.75,-8.7181,3.59706,2.78392,-0.417061,0.420875,-0.0400872,32.9018,-35.3727,-28.3473,35.8125,2.73707,8.4162,-4.65943,0.00270004,-0.288115,0.138392,-5.88595,-56.9809,6.41239,34.8125,9.3872,-1.02131,-3.19369,-0.118616,0.18054,-0.144709,-52.3551,23.1181,21.7883
1347651,0,138.0,29.5,-3.5379,3.16935,1.93926,-0.480381,-0.519392,2.47898,41.3527,-12.1417,-33.4388,34.8125,0.847219,3.63527,0.161993,-0.152983,-0.0573878,-0.270566,16.9027,-25.7587,31.1352,33.0,9.3673,0.228683,-2.81575,-0.795992,-0.0160004,-0.336605,-42.2615,-19.5291,5.8209
409155,10,94.0,33.8125,-12.1764,-17.3063,4.30365,-12.0632,-1.1701,0.507652,33.8313,-14.2439,-25.4684,37.25,-0.366043,9.07074,-4.0208,0.0909285,-0.302508,0.33846,8.77951,-31.0434,0.295884,34.6875,10.9302,-0.653268,-2.94861,0.0593164,-0.644239,-1.00667,-27.9434,31.6524,20.4419
1848005,9,82.0,33.5625,-7.29377,4.32216,4.49626,0.0477752,-0.0177421,-0.0189297,22.9322,-32.1164,-12.2832,36.0,1.32247,9.95987,0.188767,0.0407826,-0.012941,-0.0184595,-11.6957,-25.0577,0.193265,34.75,9.17163,-0.555503,-4.2793,-0.0154443,-0.0192825,0.0419577,0.420358,0.194895,38.0022
440487,9,83.0,34.0625,-8.53676,4.48308,0.204995,-0.0846994,0.029201,-0.11106,23.494,-25.5271,1.60886,37.4375,0.842932,8.91398,-4.34687,0.144328,-0.00741818,-0.0347962,-9.41375,-24.7953,6.64748,34.75,9.76908,-1.68304,-1.48772,-0.0200067,0.00226264,-0.00669203,-18.7245,-17.0954,36.4329
2826944,10,143.0,30.875,-9.53797,-1.14722,1.90244,-0.036955,0.0624125,9.88143e-05,39.4645,10.0662,-7.19199,34.0625,1.04488,9.7701,-0.164134,-0.11531,0.0150476,-0.00239333,11.3815,-35.5901,8.16887,31.6875,9.80469,0.294623,-1.92412,-0.0109555,0.0146441,0.038349,-24.16,9.36475,24.9984
1301533,12,116.0,31.8125,-5.60628,-0.00313089,1.76503,1.92592,0.420001,-0.53427,30.7135,-24.1083,-34.5257,35.75,1.81078,5.51626,0.36694,0.179259,-0.553516,0.143894,-4.56666,-37.8153,-14.2081,33.625,4.74102,-1.60944,-2.00282,1.02444,-0.00594082,3.81257,-40.4924,-10.4296,21.7018
783442,10,115.0,28.125,-8.42343,2.44686,1.71457,0.524531,-0.294076,-0.153648,37.5315,-24.1458,-16.8221,31.75,-0.922527,4.29948,-8.23595,-0.253486,0.286144,0.101195,5.93853,-26.9838,31.0253,30.0,9.43846,0.153235,-2.93032,-0.21214,0.12696,-0.361298,-26.4549,6.13586,35.6299
1192013,10,111.8181818181818,33.6875,-6.95078,2.89088,5.96874,-0.115474,-0.16911,0.354249,21.9051,-31.8212,-23.7001,35.8125,-0.777389,9.7687,-1.24261,-0.125823,0.104203,0.178672,-11.7992,-31.4986,-3.15499,34.375,9.63503,0.899131,-1.42794,-0.0363624,0.0282568,-0.058482,-20.3698,-21.7994,42.7769
2148517,10,98.0,30.0625,-9.07512,3.15074,3.47285,0.278259,0.637787,-0.828684,51.6367,-15.8904,6.06397,32.375,-0.633606,9.66212,-0.232913,0.109626,-0.0156967,0.20782,-16.1343,-37.4195,15.32,29.9375,13.888,2.4898,0.458098,-1.23305,-1.35143,2.37766,-35.0295,-40.2153,54.9442
1836940,8,78.0,33.5,0.19327,8.92386,3.78465,0.0350449,0.0293686,-0.000863151,3.58883,-23.021,-17.286,35.875,0.671318,9.3302,1.41809,0.5413,-0.0560335,-0.0587221,4.49167,-25.1333,-5.33385,34.75,9.58533,-1.0257,-2.80573,0.0432491,-0.0171293,-0.0122216,-18.4216,-3.44903,11.7012
139,10,105.0,30.0,3.62641,8.34612,1.60575,-0.773631,0.429295,0.397559,10.6929,-70.055,1.73845,31.8125,0.389941,9.57364,-1.68548,-0.00150937,-0.0298368,-0.00115916,0.49411,-51.606,42.9221,30.375,9.69971,-1.69486,0.0166307,-0.0138588,0.00414702,0.035092,-61.6434,-38.5027,-58.1352
1873895,4,86.0,33.875,-5.84999,2.94962,5.02285,0.141153,0.162366,-0.0369638,25.9373,-44.5909,-54.2079,36.25,1.32582,9.4828,-3.52683,0.249379,-0.124206,-0.0446939,-15.0441,-41.4414,-0.160022,34.9375,9.34616,-0.867909,-3.34942,0.0239243,-0.0438063,0.0812183,-33.4016,17.2282,46.6571
1338538,10,110.0,29.75,-5.18833,7.71163,3.51569,-0.0407932,-0.0113388,-0.00316774,29.313,-15.8294,-14.2321,35.0,-0.0669315,9.63032,0.900364,-0.000623742,-0.0584884,-0.0375579,1.91826,-21.1818,6.47017,33.0625,9.42699,0.906419,-2.16333,-0.028034,-0.00955901,0.000265627,-36.7629,-8.99422,3.9842
1535292,11,88.0,35.4375,2.70826,9.56101,-3.33848,-0.442269,-0.763379,-0.147165,-22.9652,-29.1698,-11.9456,37.6875,1.80345,9.52097,2.32856,-0.0222967,0.0396481,-0.0289703,16.3909,-31.3704,-10.5738,34.375,9.34743,-0.411965,-3.39083,0.0236075,0.0057775,0.010786,-45.2609,-4.12551,-16.7588
845219,5,73.0,31.1875,8.50031,-1.64241,4.79145,-0.00098275,0.00014359,-0.00645511,-0.70025,16.7848,-40.1304,33.375,1.22894,-0.293379,9.59087,0.0183765,9.49059e-05,-0.0169707,31.5099,8.34988,-28.1118,31.4375,0.541983,-9.7671,0.551656,-0.0180053,-0.0163287,0.00810592,-15.662,18.6907,-8.51346
546372,10,104.0,34.375,2.79137,9.45605,-10.7265,-1.8313,5.36538,3.05991,-3.91066,-30.5863,-6.00136,38.1875,0.621238,9.9787,-2.92167,-0.028425,-0.199473,0.0623672,24.3762,-23.6708,4.71014,35.4375,9.83657,-0.768734,-1.91719,-0.0385968,-0.00167676,0.0877507,-13.2056,6.83015,-2.47112
2158739,5,61.0,30.6875,0.436436,4.41086,8.46049,-0.0182429,-0.025859,0.00167163,-5.88585,16.5643,-33.5172,33.25,0.569067,2.11431,8.95155,0.0357685,0.00347249,-0.0195755,35.1471,3.94254,-32.9225,30.4375,-1.02399,-8.80348,-4.67998,0.0135721,-0.0120858,-0.019342,-12.3211,30.0509,-7.17985
917116,9,88.27272727272727,32.5625,-8.75454,3.21897,2.90011,-0.067129,0.0667226,-0.0661683,31.1458,-13.9733,-9.00128,35.6875,0.372917,9.63367,1.6053,0.00400244,0.00962241,-0.0397247,-5.1219,-27.6985,-9.22645,33.4375,9.7843,-0.242482,-1.22638,0.0298024,0.00998979,0.043139,-6.59158,-2.67852,23.3669
813055,10,154.0,28.8125,-7.24535,2.29776,3.04129,0.931982,0.685351,-3.10564,8.16712,-29.815,-44.3218,32.375,-3.7398,8.84222,-6.01722,0.0287571,-0.691745,0.0820434,27.7224,-40.5093,0.938259,30.4375,11.0031,-1.01206,-5.56973,-0.707883,0.592072,-3.08539,-44.959,-9.84097,-8.70196
1452254,8,79.0,34.9375,-0.114529,7.50521,6.09406,-0.032198,-0.018927,-0.0108208,2.05265,-22.3257,-27.9169,36.8125,0.681342,9.37885,3.04439,0.0152835,0.000633006,-0.00534691,5.02665,-22.3118,-9.15327,34.125,9.0984,-2.5709,-3.84306,0.0103159,-0.0339024,-0.0187675,-34.389,0.747806,29.6529
2296193,1,138.0,33.9375,-6.66841,4.31171,-0.343751,-1.00859,0.877708,1.54204,45.5669,-24.0177,-12.7719,37.6875,1.00921,5.35922,-0.963583,-0.0796118,0.239667,-0.205781,16.8518,-46.2282,-1.32096,32.75,8.17453,1.38633,-4.18581,-0.45084,0.188579,1.21964,-37.3574,8.32869,18.0034
418657,8,77.0,33.8125,-1.42056,6.64853,6.73168,0.0184983,0.0275387,0.0339568,-0.663923,-21.5069,-24.3415,37.3125,1.04738,9.40573,-3.91884,0.00943652,0.0760729,0.0282821,-2.05984,-20.9029,6.27401,34.6875,9.53647,-2.5919,-1.60024,0.000397102,-0.0253125,-0.00926015,-15.1014,-4.55305,20.9409
2805240,7,141.0,30.9375,2.67559,-12.9519,3.62622,-3.09342,-1.09346,0.849544,32.7858,23.3115,-32.5866,34.125,0.148317,12.0437,1.51595,-0.918764,1.72032,-0.416423,-5.4799,-38.5569,-12.8002,31.75,5.88529,0.40325,-2.92973,-0.558593,-2.36284,-8.60088,-41.7603,21.2475,2.22955
2355887,12,105.0,32.8125,-8.63341,1.67583,0.17453,0.71403,-0.63013,0.0310015,23.9929,-33.1802,-33.4073,37.625,2.1385,9.81038,0.746129,-0.281745,0.0929177,-0.120173,2.16294,-38.578,-15.567,32.0625,14.5728,0.173392,-0.0221688,-0.928253,0.874577,-1.74259,-43.0952,6.83921,27.0622
244954,12,127.0,32.875,-6.4269,6.15108,1.88593,1.55159,-0.435516,-1.67729,46.9343,16.719,-46.8103,37.125,-0.355741,9.80556,-1.15765,0.227315,-0.313741,-0.0405957,5.35508,-50.578,22.7719,34.4375,28.4591,7.95649,-1.31729,1.57386,-1.58731,6.58306,-102.682,50.4964,12.8372
2606740,11,116.0,34.625,-6.48023,-6.30397,0.734039,0.894747,1.71656,1.86972,31.756,15.6838,-15.8718,38.1875,2.3612,7.81649,-4.43196,0.709011,0.677406,0.247806,12.3695,-31.1193,14.3546,34.625,9.87253,3.5938,-1.48082,2.63966,0.213808,-0.0426095,-51.9594,6.00721,31.5706
2195007,9,71.0,32.5,-9.46782,2.63807,0.96702,-0.0212895,0.0669499,0.00295668,31.2748,-16.3037,-10.2963,35.0,1.16007,9.65705,-0.122959,-0.00130001,0.0233645,-0.0319252,2.16949,-30.9779,-7.43189,31.9375,9.5993,-0.459387,-2.42321,0.00350828,-0.0358259,0.00482874,-1.91276,-5.81766,11.6202
2135042,10,151.0,27.9375,-7.7665,3.11747,0.913913,0.652846,-0.309829,0.699829,35.7181,-11.1978,-0.100148,33.1875,0.759944,8.8173,-1.98608,0.0897774,0.0618907,0.253389,-4.35026,-23.925,14.3384,33.875,8.99714,1.8543,-1.67195,0.265533,-0.0221555,0.880824,-22.9922,-7.41774,29.2769
906188,9,82.0,32.3125,-2.68912,3.90763,8.83873,-0.00945794,-0.143929,0.020536,3.11807,-5.96894,-39.6093,35.4375,0.0649674,9.78446,1.48307,-0.135778,0.138631,-0.0642128,0.518242,-26.5354,-10.3651,33.25,9.75356,-0.0160393,-1.03515,0.00776723,0.0407565,0.0354922,-7.0303,-3.2179,23.6123
1198125,11,107.0,33.6875,-12.901,-6.13987,0.714283,0.417847,-2.60193,0.883473,31.5676,-8.37941,-13.6257,35.9375,-2.07858,8.17616,-9.04392,0.786032,-1.04881,-0.0756036,4.13578,-23.4729,22.4321,34.4375,10.6241,5.25537,-5.61251,-3.02321,-0.311944,-0.0750474,0.669449,1.66584,17.1521
1986892,3,150.0,33.25,-2.98042,0.550643,6.57493,0.492739,-1.12156,-1.01804,45.3198,3.90646,-28.6885,36.6875,-1.37182,-2.84973,-2.14166,-0.348503,-1.65354,0.155919,-15.0627,-26.121,25.6977,35.0,-11.4448,-11.3066,2.9852,-5.84224,-1.27778,-0.200232,-5.24367,-36.3591,32.7769
2750928,2,128.0,30.875,-13.1576,-13.1887,5.6606,-1.87562,-0.909059,-0.865806,24.1039,-21.7807,-50.4055,35.3125,-0.745599,4.90664,-7.4603,-0.825249,0.578688,-0.773668,-6.17884,-44.3601,11.4806,31.9375,1.0542,-4.42665,1.75863,0.252096,-0.486179,-2.06892,-43.1051,-13.0339,11.2
1432936,5,79.0,34.875,0.74714,7.57237,5.87582,0.0139945,-0.0187007,-0.0319358,-9.1256,7.80253,-33.0638,36.625,0.0103756,1.85564,9.40692,0.0507658,0.0326169,-0.0025808,38.5176,5.36039,-27.8309,34.125,-0.270961,-8.99967,-4.47809,0.0268585,0.0261317,0.024377,-13.9274,28.4624,-5.48167
2111993,7,134.0,28.3125,-19.1813,11.8191,-7.63819,0.403363,6.67403,9.49943,-21.9289,-33.815,-9.42616,33.5,-2.49963,10.2704,-0.268696,-1.30761,3.28549,-0.313437,-7.99659,-38.2102,-8.8716,33.9375,23.7052,-5.88804,-4.01998,-0.829325,-0.111724,-1.34747,-41.31,0.568755,26.5084
612114,10,106.0,32.625,-9.23308,3.58513,1.00583,0.212695,0.0138442,0.169747,40.8396,-42.3536,-3.63175,37.1875,0.921249,8.83896,-4.26777,0.0447846,-0.00913958,0.132939,-16.584,-45.5105,0.872126,35.0,9.6313,-2.14189,-0.984625,-0.174519,0.0901048,0.0851028,-45.2956,28.1923,44.9313
618937,1,119.0,32.375,-9.12833,2.79655,2.01073,-0.0456336,-0.0118016,-0.046697,16.9844,-25.3078,-28.4037,37.0625,0.661907,9.06726,-4.04088,0.0124416,0.047223,-0.034176,4.10786,-34.5703,-12.4053,34.9375,9.88023,-1.26513,-1.60495,-0.0264275,0.0132197,0.00757312,-14.986,50.3959,20.1645
2158830,5,61.0,30.625,0.441248,4.52569,8.57563,-0.0333106,0.0390879,0.00106465,-5.25446,15.6621,-33.2505,33.25,0.69276,2.19134,9.26331,0.0165087,-0.00633887,-0.0224237,34.8894,3.95205,-32.9243,30.5,-1.10364,-8.87766,-4.83469,0.0119775,0.0411746,0.0142383,-12.9453,29.1796,-7.60653
